price,"location.lat","location.long"
"4460.0","37.779761","-122.392816"
"6785.0","37.776414","-122.417341"
"3350.0","37.7211","-122.4754"
"5504.0","37.794895","-122.429989"
"4590.0","37.778728","-122.472174"
"2575.0","37.7759","-122.50287"
"3550.0","37.79091","-122.42239"
"4800.0","37.762113","-122.404259"
"5000.0","37.783638","-122.42044"
"4495.0","37.780265","-122.403387"
"3600.0","37.773072","-122.495992"
"5000.0","37.801409","-122.427607"
"2295.0","37.77493","-122.41942"
"4500.0","37.7441","-122.4863"
"5500.0","37.796063","-122.428538"
"4500.0","37.765996","-122.431038"
"4300.0","37.776541","-122.417501"
"2525.0","37.781728","-122.482706"
"6000.0","37.789369","-122.391858"
"3000.0","37.773528","-122.47996"
"4350.0","37.79802","-122.42742"
"3149.0","37.760164","-122.446189"
"3600.0","37.769706","-122.443657"
"4574.0","37.78317","-122.432681"
"4495.0","37.764859","-122.422853"
"4155.0","37.785074","-122.435604"
"4495.0","37.7509","-122.4153"
"4510.0","37.791311","-122.392525"
"4343.0","37.780265","-122.403387"
"6200.0","37.7621","-122.3971"
"6100.0","37.803528","-122.404561"
"2895.0","37.738124","-122.384605"
"3995.0","37.769868","-122.422365"
"1885.0","37.72715","-122.43681"
"9999.0","37.795203","-122.435031"
"2600.0","37.79091","-122.42239"
"3790.0","37.75996","-122.408981"
"5995.0","37.7989","-122.446017"
"4950.0","37.769178","-122.433572"
"3899.0","37.779761","-122.392816"
"5900.0","37.794237","-122.434423"
"4250.0","37.77591","-122.42452"
"1856.0","37.7759","-122.50287"
"4250.0","37.775074","-122.427542"
"4175.0","37.739723","-122.426748"
"4175.0","37.739787","-122.42692"
"5299.0","37.798324","-122.440798"
"4295.0","37.75024","-122.4337"
"5500.0","37.775787","-122.393355"
"3895.0","37.757755","-122.461596"
"3750.0","37.784438","-122.446247"
"1650.0","37.72992","-122.46642"
"5324.0","37.791982","-122.424207"
"3100.0","37.7509","-122.4153"
"4574.0","37.790996","-122.409715"
"6200.0","37.785979","-122.392545"
"4175.0","37.79252","-122.43823"
"7500.0","37.787298","-122.394481"
"3995.0","37.793014","-122.416113"
"4500.0","37.751842","-122.425153"
"8500.0","37.791017","-122.399149"
"4195.0","37.76577","-122.469961"
"4800.0","37.787","-122.43682"
"4800.0","37.786108","-122.424841"
"4990.0","37.795106","-122.428344"
"4800.0","37.783137","-122.454456"
"6990.0","37.791153","-122.395813"
"4500.0","37.789574","-122.412286"
"3495.0","37.714897","-122.460718"
"4990.0","37.786108","-122.424841"
"2650.0","37.760803","-122.497353"
"4600.0","37.7587","-122.433"
"5450.0","37.786068","-122.392937"
"3490.0","37.77752","-122.455877"
"3750.0","37.79252","-122.43823"
"3850.0","37.747498","-122.424735"
"3200.0","37.77539","-122.449708"
"4500.0","37.7712","-122.4413"
"3250.0","37.782361","-122.477374"
"7000.0","37.777922","-122.412568"
"4495.0","37.743626","-122.427889"
"3200.0","37.791173","-122.408315"
"3400.0","37.7812","-122.4614"
"3800.0","37.745974","-122.443377"
"4700.0","37.8002","-122.4091"
"7900.0","37.7999","-122.4342"
"3200.0","37.782316","-122.460051"
"3195.0","37.777211","-122.441554"
"2400.0","37.716061","-122.402091"
"3850.0","37.769324","-122.430739"
"3000.0","37.766156","-122.461199"
"2995.0","37.715928","-122.478269"
"2925.0","37.784243","-122.475365"
"2700.0","37.72705","-122.4332"
"2950.0","37.7441","-122.4863"
"4195.0","37.745296","-122.440088"
"4473.0","37.78317","-122.432681"
"2299.0","37.72715","-122.43681"
"4295.0","37.7906","-122.412838"
"4295.0","37.7906","-122.412838"
"4800.0","37.776104","-122.410267"
"4200.0","37.787101","-122.473314"
"4394.0","37.766159","-122.430641"
"1700.0","37.7759","-122.50287"
"3973.0","37.777573","-122.397484"
"4300.0","37.780265","-122.403387"
"4250.0","37.769526","-122.45071"
"7000.0","37.795559","-122.425225"
"2995.0","37.7917","-122.4186"
"4300.0","37.7834","-122.424295"
"2250.0","37.79804","-122.41514"
"1800.0","37.77987","-122.46475"
"3200.0","37.737764","-122.489488"
"4745.0","37.761324","-122.38864"
